epoch,train_loss,train_recon_loss,train_beta_loss,train_x_loss,train_y_loss,train_mass_loss,train_phase_loss,train_latent_loss,train_boundary_loss,train_mono_loss,train_k_mono_loss,train_rr_loss,train_gibbs_loss,train_k_loss,train_smooth_loss,train_beta_mae,train_x_mae,train_y_mae,train_mass_residual,train_x_norm_residual,train_y_norm_residual,train_phase_split_error,train_thermo_consistency_residual,val_loss,val_recon_loss,val_beta_loss,val_x_loss,val_y_loss,val_mass_loss,val_phase_loss,val_latent_loss,val_boundary_loss,val_mono_loss,val_k_mono_loss,val_rr_loss,val_gibbs_loss,val_k_loss,val_smooth_loss,val_beta_mae,val_x_mae,val_y_mae,val_mass_residual,val_x_norm_residual,val_y_norm_residual,val_phase_split_error,val_thermo_consistency_residual
13,1.3447911106050014,0.0036582263273885474,0.10896334750577807,0.00019087009377471986,0.00010524103072384605,1.0365536451189847e-16,0.10894853575155139,5.344187259674072,0.11862713284790516,0.9725554138422012,0.8836919330060482,0.0013924118320574053,0.0,0.14375044591724873,0.0,0.14721617568284273,0.004403753104270436,0.003205464643542655,4.192943381386982e-09,3.576860763132572e-08,3.1737727113068104e-08,0.006768955092411488,0.14831945300102234,0.8398292064666748,0.0027997169876471163,0.0836891420185566,0.0001251560592208989,8.164955652318895e-05,9.841691298968783e-17,0.057358072698116304,6.52229413986206,0.08608043193817139,0.9953686475753785,0.8733197808265686,0.001186943461652845,0.0,0.054699378460645674,0.0,0.12483340352773667,0.004389987699687481,0.00274721197783947,4.0851643401396135e-09,3.772891261633049e-08,2.893826192007509e-08,0.005972519610077142,0.13071700185537338
14,1.0556439198553562,0.003045414588996209,0.08941462286747992,0.0002188583721363102,0.00011402367931623303,1.0340569989633404e-16,0.0985245278570801,5.441329628229141,0.09301644773222506,0.9937004297971725,0.9029268100857735,0.0008738119904592168,0.0,0.0929118765052408,0.0,0.1338723488152027,0.004608593677403405,0.0032527472503716126,4.185591734318095e-09,3.5201082937419415e-08,3.1679519452154636e-08,0.006805109209381044,0.14182705571874976,1.0599047064781189,0.002988507319241762,0.08571550026535987,0.0002974408387672156,0.00016444081993540748,1.0757595568722045e-16,0.07275558859109879,6.217641925811767,0.07753328196704387,0.97542724609375,0.7656144618988037,0.0010771370260044932,0.0,0.10250474289059638,0.0,0.13236000388860703,0.005432069581001997,0.0036182974465191363,4.272122122728206e-09,3.582487480002783e-08,2.8757171577353802e-08,0.007429504953324795,0.15066959261894225
15,1.0128827393054962,0.0032185603631660342,0.09492776333354414,0.00021492072482942604,0.00010825327535712859,1.038865983026443e-16,0.10503906710073352,5.498330771923065,0.09847553935833275,0.9977444410324097,0.8776165917515755,0.0006884981503390009,0.0,0.08264753432013094,0.0,0.13430223474279046,0.004398741890327074,0.0031327498727478087,4.196766711928035e-09,3.6539859138429165e-08,3.271270543336868e-08,0.006412001413991675,0.13652574503794312,0.8058300375938415,0.0023732103989459576,0.07054710686206818,0.00010951690055662766,9.197752151521855e-05,1.0448177477114703e-16,0.05105516240000725,6.067864227294922,0.06560216750949621,1.041817569732666,0.8570451378822327,0.0013324045459739864,0.0,0.05257956832647324,0.0,0.11308894753456115,0.003852890944108367,0.0029670484364032745,4.139680553905123e-09,3.6352624732671754e-08,3.024211352453676e-08,0.005823980271816254,0.12277469187974929
16,1.1329923272132874,0.0030593396004405804,0.09062662324868143,0.00016910736349018407,0.00011175288227605051,1.0473134326832428e-16,0.09727983619086444,5.997423976659775,0.09285688563250005,0.9988670088350773,0.8862959034740925,0.0010977235506288707,0.0,0.10828823037445545,0.0,0.13373606698587537,0.004444983147550374,0.003319317984278314,4.2510219233626856e-09,3.5608536563813686e-08,3.266904968768358e-08,0.0068228344025556,0.145111124496907,0.8088460803031922,0.002216836460866034,0.0653085581958294,0.00013160012749722228,9.595803858246655e-05,1.0278006043382251e-16,0.06911341995000839,8.507191181182861,0.06155493259429932,0.9921738386154175,0.8503519773483277,0.0006114900228567421,0.0,0.056407639384269716,0.0,0.1138564333319664,0.00439288429915905,0.0031786680221557615,4.090890204366815e-09,3.345517640696016e-08,3.042837803945986e-08,0.00645468458533287,0.14041687697172164
17,0.9326760359108448,0.002753155480604619,0.08140173181891441,0.0001671692439231265,9.590336503606522e-05,1.0369890399062081e-16,0.08740397915244102,6.507006287574768,0.08104519732296467,0.934835147112608,0.8464637883007526,0.0005593268051597988,0.0,0.07655272400006652,0.0,0.12364156311377883,0.004103171013412066,0.003015058391611092,4.200424424949389e-09,3.576860763132572e-08,3.12138581648469e-08,0.006032280012732372,0.12884244555607438,0.763139808177948,0.002307944209314883,0.06951647475361825,5.806418121210299e-05,7.725579125690274e-05,1.030461386288457e-16,0.04510614834725857,7.750488662719727,0.06921370178461075,1.012691855430603,0.92551109790802,0.0005464475194457919,0.0,0.04277424849569798,0.0,0.10077090263366699,0.0027222360484302046,0.0024605371057987214,4.060029690222677e-09,3.040768206119537e-08,3.0216243374070474e-08,0.00444212481379509,0.10308020859956742
18,0.9539675787091255,0.0023669351430726238,0.06912016356363893,0.0001962682808880345,8.738671454011637e-05,1.0550384310648448e-16,0.09887906559742987,6.394711524248123,0.07048440561629832,0.9752346947789192,0.8529932908713818,0.0006149719665700104,0.0,0.08359169703908265,0.0,0.10801473585888743,0.00383407661865931,0.0028151702717877924,4.190504998557998e-09,3.5390257835388184e-08,3.1679519452154636e-08,0.005812196526676416,0.12723496835678816,0.8103906154632569,0.0028334502596408127,0.08474892675876618,0.00013946713443147019,6.640171704930253e-05,1.10374462547698e-16,0.05715692564845085,7.9050346374511715,0.0945549339056015,1.0008947730064393,0.9289656162261963,0.0004904941422864794,0.0,0.04559480845928192,0.0,0.11955013573169708,0.002987544145435095,0.002698204992339015,4.118629126637075e-09,3.1680489698260315e-08,2.9828192538161605e-08,0.005205863527953625,0.11285485923290253
19,0.993494376540184,0.0032819031039252877,0.09784467169083655,0.0001689065720711369,9.071518297787406e-05,1.0244858368520965e-16,0.0805429860483855,6.26079124212265,0.10916783846914768,0.9651684947311878,0.8924336060881615,0.0007350803534791339,0.0,0.07902027829550207,0.0,0.13878459623083472,0.0041063467506319284,0.0030613445269409567,4.193193098300796e-09,3.540480975061655e-08,3.15631041303277e-08,0.006251237005926669,0.13194966921582818,0.985404098033905,0.003287803055718541,0.0990547075867653,9.39761972404085e-05,9.716968343127519e-05,1.1127745525600826e-16,0.09905204623937607,7.031622505187988,0.10636908411979676,1.0037822604179383,0.9139878034591675,0.0010078788851387798,0.0,0.07363832220435143,0.0,0.13351825922727584,0.003941804356873036,0.0029455987736582757,4.284658494668747e-09,3.733568689767708e-08,3.0557728791791305e-08,0.005816799122840166,0.13304146379232407
20,1.0319767259061337,0.002853799262084067,0.08382110251113772,0.00021246838059596485,9.730998112900124e-05,1.0653870850492457e-16,0.11403661291114986,6.27496537566185,0.08186018466949463,0.9523989446461201,0.8784586489200592,0.001107158044760581,0.0,0.09240463864989579,0.0,0.12034226302057505,0.0046119836188154295,0.0029971858311910182,4.23940890725838e-09,3.795139491558075e-08,3.243621904402971e-08,0.0066157707187812775,0.14278498431667686,0.6983051061630249,0.001714098104275763,0.0508864164352417,8.726461455808022e-05,6.277734537434299e-05,1.0449459408540812e-16,0.04827602058649063,6.932640647888183,0.04928181320428848,1.0060528755187987,0.8874196171760559,0.0004667891655117273,0.0,0.039405011013150214,0.0,0.0834435448050499,0.0032351727597415446,0.002339160209521651,4.108417961390387e-09,3.244624373621718e-08,3.0712948984046305e-08,0.00481475405395031,0.10377689450979233
21,0.9114017263054848,0.0023100072066881694,0.06833896890748292,0.00013908805567552918,7.899550223555707e-05,1.0352943370826278e-16,0.08972715679556131,6.161888808012009,0.07074041326995939,0.968179315328598,0.8640351966023445,0.0007086358982633101,0.0,0.07565113063901663,0.0,0.10696240095421672,0.003924284275854006,0.00275818161026109,4.169686262933681e-09,3.502645995467901e-08,3.2741809263825417e-08,0.005892506305826828,0.12851015059277415,0.8483186006546021,0.002500831987708807,0.07466826736927032,0.00010008537938119844,9.041579760378226e-05,1.0768133717377071e-16,0.05760702043771744,7.483288383483886,0.07826237753033638,0.9492371320724488,0.7521039366722106,0.001085525401867926,0.0,0.06663732901215554,0.0,0.11209437400102615,0.0037140377331525086,0.0026002245023846625,4.159899003042256e-09,3.520916749266689e-08,2.8576080879361144e-08,0.005304544232785702,0.12128941416740417
22,0.8708560168743134,0.00231255276594311,0.0683084933552891,0.00014894225296302466,7.643396816092718e-05,1.0480382331513801e-16,0.07764776307158172,6.125004827976227,0.06954919989220798,0.9312062039971352,0.8384057581424713,0.0009283348917961121,0.0,0.07055584411136806,0.0,0.10525413183495402,0.0038798283057985827,0.0026401830691611394,4.223559196825377e-09,3.5157427191734314e-08,3.2654497772455215e-08,0.005670688260579482,0.11987852305173874,0.7822922229766845,0.0031273570959456263,0.09455541372299195,0.00010182158439420164,5.768864211859181e-05,1.0514422203383787e-16,0.03963839747011662,7.241427898406982,0.10230411849915981,1.013620102405548,0.8454008460044861,0.0007815515738911927,0.0,0.039577478915452956,0.0,0.1352263107895851,0.004252929054200649,0.0018922684714198113,4.204353043490983e-09,3.5866267467099536e-08,3.0216243374070474e-08,0.0051226488314568995,0.10592874437570572
23,1.1154985316097736,0.002635026576172095,0.07873522466979921,0.00012810177713618032,6.860490896087867e-05,1.0154962612936356e-16,0.06395899341441691,6.105410307645798,0.0862446001265198,0.9470332935452461,0.8703531734645367,0.001022307940729661,0.0,0.11372081702575088,0.0,0.11003389302641153,0.003681237081764266,0.0022517991819768213,4.15687040344892e-09,3.6627170629799366e-08,3.073364496231079e-08,0.005175455764401704,0.11139065260067582,0.9336813807487487,0.0022676193388178945,0.06768013834953308,8.730917325010523e-05,8.70949552336242e-05,1.05245226742331e-16,0.09265792444348335,7.43094310760498,0.07380043268203736,0.9686729311943054,0.9160364508628845,0.0012813693145290017,0.0,0.0778661858290434,0.0,0.0987890750169754,0.003654868667945266,0.002471487829461694,4.083670646082283e-09,3.619223036821495e-08,3.019554739580599e-08,0.005368541274219751,0.12376339286565781
24,0.8625283427536488,0.0023926256399136037,0.07050746865570545,0.00016371387710023555,8.054796103351691e-05,1.04221146951898e-16,0.08347685751505196,6.042327702045441,0.07190170977264643,0.9337831884622574,0.8462438024580479,0.0011729670986824203,0.0,0.06733305845409632,0.0,0.09990696795284748,0.0038039126084186137,0.002739053961704485,4.1744107059926705e-09,3.6307028494775295e-08,3.221794031560421e-08,0.005636312533169985,0.1187873906455934,0.8163329839706421,0.002978849643841386,0.09013342261314392,6.538306042784825e-05,8.201101227314211e-05,1.0663307169756145e-16,0.049962326884269714,6.8822752952575685,0.09291722923517227,1.072606122493744,0.9918522357940673,0.00136822119820863,0.0,0.039707642048597336,0.0,0.11431392133235932,0.003009234322234988,0.00252505955286324,4.201879200138592e-09,3.7108030426225014e-08,3.1318308657546365e-08,0.004795546736568212,0.102996926009655
25,1.7537809386849403,0.0023658315476495773,0.07021074509248137,0.00013129134867995162,7.73775198013027e-05,1.0324560115672593e-16,0.08251285937149078,5.947582453489304,0.07224843115545809,0.979222446680069,0.8575276583433151,0.0015114163325051777,0.0,0.24348596401978284,0.0,0.09687690576538444,0.0036279217310948297,0.002600582258310169,4.1414128792993665e-09,3.624882083386183e-08,3.1781382858753204e-08,0.005473772500408813,0.11745582660660148,0.8465199112892151,0.002451463555917144,0.07310889326035977,0.00010216786904493347,9.026401276059914e-05,1.0505986152275829e-16,0.06163145862519741,5.786609649658203,0.06199474473833107,1.0353223085403442,0.8232416152954102,0.001345709664747119,0.0,0.06095813475549221,0.0,0.10073557198047638,0.003522356739267707,0.0025361513486132025,4.2172283443164815e-09,4.099888926134554e-08,2.9735060280700055e-08,0.005061223637312651,0.10954431295394898
26,1.108560286462307,0.00218224309355719,0.06453081895597279,0.00013309266068972647,7.482175965378701e-05,1.0430927394717879e-16,0.07677331636659801,6.066894829273224,0.06457193847745657,0.9614136628806591,0.8772198744118214,0.0011611346089921426,0.0,0.11696468119043857,0.0,0.09373875288292766,0.003525831416482106,0.002630926319397986,4.169310868773479e-09,3.4968252293765545e-08,3.172317519783974e-08,0.0052958727173972875,0.11162225157022476,0.7603225111961365,0.0023835056694224478,0.07174558490514756,9.151084886980244e-05,5.136185645824298e-05,1.1029460057566173e-16,0.05840191543102265,8.155234050750732,0.06635762676596642,1.0413872361183167,0.9029481887817383,0.0013587978901341558,0.0,0.040458273887634275,0.0,0.09989560097455978,0.003187663620337844,0.002335550915449858,4.187772351116337e-09,3.343448042869568e-08,3.15873570855274e-08,0.004638795647770167,0.1027622565627098
27,0.8413575738668442,0.0020192934753140435,0.05871732532978058,0.00018175034529122058,7.696783268329455e-05,1.0469760505268007e-16,0.06966153031680733,6.818587988615036,0.06060418579727411,0.9574202746152878,0.8635910376906395,0.0009964227756427135,0.0,0.06676412327215075,0.0,0.08932388457469642,0.0038766641227994114,0.002493076157406904,4.190366137413193e-09,3.504101186990738e-08,3.266904968768358e-08,0.0055477109854109585,0.11223266506567597,0.8130203723907471,0.0025572926504537465,0.07555684968829154,0.00017886339337565006,6.908479845151305e-05,1.046279078068831e-16,0.053640947490930554,8.300084686279297,0.08241812959313392,0.9673995494842529,0.8076764583587647,0.0019610451301559804,0.0,0.05619777739048004,0.0,0.10888693779706955,0.004047101456671953,0.0022810003720223904,4.123067665062763e-09,3.4598633646965026e-08,3.272564050860183e-08,0.005376816820353269,0.10762227922677994
28,0.83106579631567,0.002023122360697016,0.05890580080449581,0.00018691151308303233,6.715460187933786e-05,1.0553927704238442e-16,0.08897870080545545,6.719897508621216,0.05670891224872321,0.941265307366848,0.8445391394197941,0.0008346742088178871,0.0,0.06532712210901082,0.0,0.08869643555954099,0.003887156693963334,0.0023537279048468918,4.179147444771658e-09,3.4502591006457806e-08,3.2290699891746044e-08,0.005493377917446196,0.11392612429335713,0.7643925428390503,0.0016439799917861819,0.04920181334018707,6.022059169481508e-05,5.721711859223433e-05,1.1272332593859255e-16,0.06779409758746624,8.04295825958252,0.036101124770357276,1.0528729438781739,0.9533544540405273,0.0008993661729618907,0.0,0.047920535877346994,0.0,0.0765398234128952,0.0028559903148561716,0.0019203161355108023,4.145766219210145e-09,3.33103042038374e-08,3.165979336472446e-08,0.0040839988272637125,0.09206546694040299
29,0.864014495164156,0.0024495371035300195,0.07240774692036211,0.0001588478580742958,7.634557027813571e-05,1.0806136727367085e-16,0.06876259355340153,6.602852910757065,0.07925525936298072,0.961112730205059,0.8474870212376118,0.0011015781201422215,0.0,0.06612024432979524,0.0,0.10123333241790533,0.003604275712859817,0.0023726094514131546,4.256647589961915e-09,3.614695742726326e-08,3.227614797651768e-08,0.0052538434392772615,0.10682068392634392,0.7260581612586975,0.0023207415360957384,0.06943672448396683,0.00011148547637276351,5.5598566905246114e-05,1.0659389642375094e-16,0.047286945208907125,7.52968463897705,0.08106291741132736,0.9986106634140015,0.8846624851226806,0.0006015342893078923,0.0,0.03742179423570633,0.0,0.09996867030858994,0.0035439484287053346,0.002128391619771719,4.150532983970834e-09,3.9839910215278e-08,3.1038911885161724e-08,0.004806142300367355,0.09354460537433625
30,0.8467225916683674,0.001987336261663586,0.05798848927952349,0.000160815743583953,8.044663832151855e-05,1.030580685585122e-16,0.09386988100595772,6.437102347612381,0.04867229028604925,0.9734088443219662,0.8515190556645393,0.0006827156412327895,0.0,0.06721194472629577,0.0,0.08678632648661733,0.003571819164790213,0.0025276171800214797,4.128534999980893e-09,3.578315954655409e-08,3.2567186281085014e-08,0.005195052159251645,0.11140451952815056,0.6666264295578003,0.0015993178123608232,0.044730421528220175,0.00026831816066987815,5.491041083587334e-05,1.0309776528698086e-16,0.03885162994265556,7.420578670501709,0.034324145526625216,0.9956301808357239,0.8435690879821778,0.0018512143287807703,0.0,0.03812683783471584,0.0,0.07390577420592308,0.0036848035641014578,0.002088876534253359,4.086316618412411e-09,3.544717230852257e-08,3.080090706930605e-08,0.0050153197720646855,0.09350621402263641
31,0.9634255543351173,0.0018338519876124337,0.05262852646410465,0.00021014368121541338,7.124875901354244e-05,1.0396118848720065e-16,0.0791501987259835,6.416643559932709,0.04835292627103627,0.9612861014902592,0.8666888698935509,0.0009824380267673405,0.0,0.0931954151019454,0.0,0.0840520286001265,0.0040267396689159796,0.0023661732775508426,4.1899573116621625e-09,3.6452547647058964e-08,3.247987478971481e-08,0.00544848243589513,0.11090182233601809,0.7405350685119629,0.001553892029915005,0.04550625793635845,0.00012171709531685337,5.590916116489097e-05,1.096680251582871e-16,0.06045563295483589,7.9885906219482425,0.045695521496236326,1.0066223859786987,0.8803026080131531,0.0008452418143860996,0.0,0.04962692521512509,0.0,0.07466971427202225,0.0033876334317028524,0.002017644443549216,4.152790289424502e-09,3.409158040312832e-08,3.451067556170528e-08,0.004860989935696125,0.10745906233787536
